Proclamation of the Twelve Apostles of the Church	54278
Froebel as a pioneer in modern psychology	Elsie Riach Murray         54277
Physiology and histology of the Cubomedusæ	Edward William Berger     54276
The Fleets at War	Archibald Hurd                                     54275
Shakespeare's Christmas and other stories	A. T. Quiller-Couch        54274
Locked Doors	Mary Roberts Rinehart	54273
The Triumph of Death	Gabriele D'Annunzio	54272
The Human Boy	Eden Phillpotts	54270
A Letter to the Rev. William Maskell	Mayow Wynell Mayow	54269
The Ocean of Theosophy	William Judge	54268
The Irish Penny Journal, Vol. 1, No. 17, October 24, 1840	Various	54267
History of the Indians, of North and South America,	54266
Luck and Pluck	Horatio Alger, Jr.                                    54265
Ange Pitou	Alexandre Dumas père                                      54264	Finnish
Sämmtliche Werke 2: Die Toten Seelen II / Novellen	Nikolaj Gogol	54263	German
Sämmtliche Werke 1: Die Toten Seelen I	Nikolaj Gogol	54262	German
The Harvest of a Quiet Eye	John Richard Vernon	54261
The Spiritual Guidance of Man and of Mankind	Rudolf Steiner	54260
Chapters on Spanish Literature	James Fitzmaurice-Kelly	54259
The Irish Penny Journal, Vol. 1, No. 16, October 17, 1840	Various	54258
A Plain and Literal Translation of the Arabian Nights	54257
Frank Reade Jr.'s Air Wonder, The Kite"; Or, A Six	54256
Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth	54255
The Search After Happiness	Charlotte Brontèe	54254
A Selected Bibliography of Virginia, 1607-1699	Earl Gregg Swem  	54253
The Irish Penny Journal, Vol. 1, No. 15, October 10, 1840	Various	54252
English Law and the Renaissance	Frederic William Maitland	54251
The Albigensian Heresy	Henry James Warner	54250
Bastiljin valloitus	Alexandre Dumas, père	54249	Finnish
Jüdische Sprichwörter	Artur Landsberger	54248	German
Beyond These Voices	M. E. Braddon	54247
The Clergy And The Pulpit In Their Relations To The People,	54246
Bygone Scotland	David Maxwell	54245
Practical Methods of Sewage Disposal	Henry N. Ogden	54244
Demoniality	The Rev. Father Sinistrari of Ameno	54243
Väinämöiset	Carl Axel Gottlund	54242	Finnish
The Cubomedusæ	Franklin Story Conant                                 54241
Proceedings of the California Academy of Sciences,	54240
Mistress Nancy Molesworth	Joseph Hocking                             54239
The Irish Penny Journal, Vol. 1 No. 14, October 3, 1840	Various      54238
Prästgården	K. G. Ossian-Nilsson                                     54237	Swedish
The Intruder	Gabriele D'Annunzio	54236
The Office of Bailiff of a Liberty	Joseph Ritson	54235
The American Missionary, Volume 33, No. 7, July, 1879	Various	54234
The Vivisectors' Directory	Various	54233
The Irish Penny Journal, Vol. 1 No. 13, September 26, 1840	Various   54232
La casserole	Oscar Méténier                                        	54231	French
The Gates Ajar	Elizabeth Stuart Phelps                               54230
Kuningattaren kaulanauha	Alexandre Dumas père	54229	Finnish
El buey suelto..	José María de Pereda                                54228	Spanish
De afstamming van den mensch	J. Boeke	54227	Dutch
Servetus and Calvin	Robert Willis	54226
Trial of the Major War Criminals Before the International	54225
Venice; A Sketch-Book	Fred Richards                                  54224
Onesimus	Edwin Abbott Abbott                                         54223
Induction Coils, How to Make, Use, and Repair Them	H. S. Norrie    	54221
Oxford; A Sketch-Book	Fred Richards                                  54220
A Little English Gallery	Louise Imogen Guiney	54219
A Lady of England	Agnes Giberne	54218
The Farmer's Own Book	J. D. Koogle	54217
The Mary Frances First Aid Book	Jane Eayre Fryer	54216
The Life of Sophia Jex-Blake	Margaret Georgina Todd	54215
A Story of the Golden Age	James Baldwin	54214
1917 Military Equipment:	Sears, Roebuck & Co	54213
A Modern Mephistopheles and A Whisper in the Dark	Lousia M. Alcott   54212
American War Ballads and Lyrics, Vol. 2 of 2	Various	54211
The Principles of Chemistry. Vol. 2 of 2	D. Mendeléeff	54210
The Irish Penny Journal, Vol. 1 No. 12, September 19, 1840	Various	54209
Standard Measures of United States, Great Britain and France,	54208
Surun tie	Jalmari Hahl	54207	Finnish
Kuvia työväen kaupungista	Selma Anttila	54206	Finnish
Kirjeitä myllyltäni	Alphonse Daudet	54205	Finnish
Pikku kertoelmia	Theodolinda Hahnsson	54204	Finnish
The Prisoners of Mainz	Alec Waugh                                    54203
Faust	Johann Wolfgang von Goethe                                     54202	French
William Wilberforce, der Sklavenfreund	Hugo Oertel                   54201	German
Odysseia	Homer                                                       54200	Swedish
Florence; A Sketch-Book	Fred Richards                                54199
Canterbury, A Sketch Book	Walter M. Keesey                           54198
Cambridge, A Sketch Book	Walter M. Keesey                            54197
The Practical Book of Oriental Rugs	George Griffin Lewis             54196
Grit	Horatio Alger, Jr.                                              54195
Some Longer Elizabethan Poems	Various                                54194
The Jacquard Machine Analyzed and Explained	E. A. Posselt	54193
Majakanvartija y.m. kertomuksia	Henryk Sienkiewicz	54192	Finnish
An Address to the Sisters of St. Peter's Home, Brompton,	54191
The Spirit of the School	Ralph Henry Barbour	54190
Latvia & Russia	Arveds Karlis Kristaps Bergs	54189
The History and Romance of Crime: Oriental Prisons	Arthur Griffiths	54188
The State of Society in France Before the Revolution of 1789,	54187
Squire Arden, Vol. 3 of 3	Margaret Oliphant           	             54186
Varjenka	Maksim Gorky                                                54185	Finnish
Snövit barnens julkalender 1918	Various                              54184	Swedish
Le livre de la Jungle	Rudyard Kipling                                54183	French
Journal d'un bourgeois de Paris, 1405-1449	Alexandre Tuetey          54182	French
Travels to Discover the Source of the Nile, Vol. 2 of 2	James Bruce	54181
Travels to Discover the Source of the Nile, Vol. 1 of 2	James Bruce	54180
Remarks on the proposed Railway between Birmingham and London,	54179
La vita operosa	Massimo Bontempelli                                  54178	Italian
Leonie, The Typewriter	Wenona Gilman	54177
The cremation of the dead	Hugo Erichsen                              54176
Mevr. Warren's Bedrijf	George Bernard Shaw                           54175	Dutch
Rouva de la Motte	Alexandre Dumas, père	54174	Finnish
How To Make Candy	Various	54173
One Touch of Nature	Benjamin Webster	54172
Notes of hospital life from November, 1861, to August, 1863,	54171
Die Einsamkeit	Christoph August Tiedge	54170	German
English Lands Letters and Kings: From Celt to Tudor,	54168
Commentario de le piu notabili, & mostruose cose d'Italia,	54167
 [Language: Italian
London at Night	Frederick Carter                                     54166
Ariosto, Shakespeare, Corneille	Benedetto Croce                      54165
Sortovuosilta	Konni Zilliacus                                        54164	Finnish
Ski-runs in the High Alps	François Frédéric Roget	54163
The New English Canaan of Thomas Morton	54162
The republic of Cicero	Marcus Tullius Cicero                         54161
The Lushei Kuki Clans	John Shakespear	54160
Busy Brownies	E. Veale	54159
Myrkkyvyöhyke	Arthur Conan Doyle	54158	Finnish
Fjällbyfolk	Maria Rieck-Müller	54157	Swedish
The Irish Penny Journal, Vol. 1, No. 10, September 5, 1840	Various   54156
The Irish Penny Journal, Vol. 1, No. 11, September 12, 1840	Various  54155
Vision and Design	Roger Fry                                          54154
Biographical Sketches of the Generals of the Continental Army	54153
Copyright Renewals: Artwork 1951-1959	the U. S. Copyright	54152
Shakespeare the Boy	William James Rolfe	54151
The Medieval Latin Hymn	Ruth Ellis Messenger	54150
A History of Advertising	Henry Sampson                               54149
Love's Old Sweet Song	George Herman Ellwanger    	        54148
Dorothy Dale and Her Chums	Margaret Penrose	54147
A Few Suggestions to McGraw-Hill Authors	McGraw-Hill Book Company	54146
The Decline and Fall of Whist	John Petch Hewby	54145
The New Forest	John R. Wise	54144
English Lands Letters and Kings: The Later Georges to Victoria,	54143
English Lands Letters and Kings: From Elizabeth to Anne,	54142
A Party in Mother Goose Land	Effa E. Preston                         54141
The Exeter Road	Charles G. Harper                                    54140
Murrosaikana	Zakarias Nielsen	54139	Finnish
Camp Cookery	Maria Parloa	54138
Logic as the Science of the pure Concept	Benedetto Croce             54137
Ocean Steamships	F. E. Chadwick, John H. Gould,	54136
Whist or Bumblepuppy	John Petch Hewby	54135
A Little Queen of Hearts	Ruth Ogden	54133
A Loyal Little Red-Coat	Ruth Ogden	54132
The American Missionary, Volume 33, No. 12, December 1879	Various	54131
Wall street stories	Edwin Lefèvre                                    54130
Sixteen years in Siberia	Leo Deutsch                       	        54129
The Irish Penny Journal, Vol. 1 No. 9, August 29, 1840	Various     	54128
Die Naturwissenschaften in ihrer Entwicklung und in ihrem	54127	German
Kamelianainen	Alexandre Dumas, fils	54126	Finnish
Beyond the Old Frontier	George Bird Grinnell	54125
War the Creator	Gelett Burgess                             	        54124
Nuoruuden tunnustuksia	I. N. Potapenko                               54123	Finnish
Squire Arden, Vol. 2 of 3	Margaret Oliphant  	                      54122
Tom Pinder, Foundling	Daniel Frederick Edward Sykes                  54121
La Isabelina	Pío Baroja	54120	Spanish
The American Missionary, Volume 33, No. 6, June, 1879	Various	54119
De avonturen van kapitein Bob	Daniel Defoe	54118	Dutch
Eclectic Magazine of Foreign Literature, Science, and Art	Various	54117
Castle Blair	Flora L. Shaw	54116
History of the Inquisition from Its Establishement	54115
The Story in Primary Instruction	Samuel Buel Allison	54114
Noveller och skizzer	Johannes Alfthan	54113	Swedish
Todo al Vuelo	Rubén Darío	54112	Spanish
On The Iron At Big Cloud	Frank L. Packard	54111
Neiti de Taverney	Alexandre Dumas, père	54110	Finnish
Round the Fire Stories	Arthur Conan Doyle	54109
Squire Arden; Volume 1 of 3	Margaret Oliphant                        54108
Historical Record of the Fourteenth or The Buckinghamshire Regiment	54107
Neighbours on the Green; My Faithful Johnny	Mrs. Oliphant            54106
The Swan of Vilamorta	Emilia Pardo Bazán                             54105
The Redemption Of Kenneth Galt	Will N. Harben	54104
His Little World	Samuel Merwin	54103
The Whip Hand	Samuel Merwin	54102
Cowardice Court	George Barr McCutcheon	54101
Wayfaring Men	Edna Lyall	54100
